Brand,Product Name,Price (INR),Product Link
Acer,"Acer Aspire Lite, Intel Core i5 13th Gen - 1334U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, MS Office, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin and Light Premium Laptop",40490,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODY4MTM3NjkyOTA3OTQ4OjE3NjA5ODk1MTc6c3BfbXRmOjMwMDQ1OTUxNDIxMjgzMjo6MDo6&url=%2FAcer-i5-1334U-39-62cm-Windows-AL15-53%2Fdp%2FB0DPXBHF8H%2Fref%3Dsr_1_75_sspa%3Fdib%3DeyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989517%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=MxaJSuUp8L&sp_cr=ZAZ
Apple,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Sky Blue",96990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODY4MTM3NjkyOTA3OTQ4OjE3NjA5ODk1MTc6c3BfbXRmOjMwMDQ5OTQ1MzM0NzQzMjo6MDo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDDQ429%2Fref%3Dsr_1_76_sspa%3Fdib%3DeyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989517%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=zsKjVxuqwq&sp_cr=ZAZ
HP,"HP Professional 15 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Backlit/Turbo Silver/1.5 kg/MSO 2021",52280,https://www.amazon.in/HP-Professional-15-Intel-1334U/dp/B0FPBGJWVZ/ref=sr_1_77?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-77
Lenovo,"Lenovo LOQ 2024 13Th Gen Intel Core I5-13450HX | NVIDIA RTX 3050 6GB (16GB RAM/512GB SSD/15.6"" (39.6Cm)/Windows 11/Office Home 2024/100% Srgb/3 Mon. Game Pass/Grey/2.4Kg), 83DV00XCIN Gaming Laptop",78290,https://www.amazon.in/Lenovo-I5-13450HX-NVIDIA-Windows-83DV00XCIN/dp/B0DPQGMR3Z/ref=sr_1_78?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-78
Lenovo,"Lenovo ThinkBook 16 AMD Ryzen 7 7735HS (16GB RAM/512GB SSD/Win 11 Home/Office 2024/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0R4IN",52990,https://www.amazon.in/Lenovo-ThinkBook-Fingerprint-Aluminium-21MWA0R4IN/dp/B0FK5PC7PT/ref=sr_1_79?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-79
acer,"acer Professional 14[New Launch], 13th Gen Intel Core i7-1355U Turbo Boost, 32GB DDR4, 1TB SSD, Win11 Pro, MSO21, 14inch FHD Laptop, 3 Year Warranty, Metal ID, Fingerprint, Backlit KB, Silver, 1.34kg",64880,https://www.amazon.in/acer-Professional-i7-1355U-Warranty-Fingerprint/dp/B0F6KH5BTT/ref=sr_1_80?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-80
Acer,"Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Laptop/15.6"" FHD IPS Display/Metal Body/Silver/1.5 Kg/MSO 2021/3 Years Warranty",32000,https://www.amazon.in/Acer-Aspire-Intel-Core-1305U/dp/B0FGJZ2WWZ/ref=sr_1_81?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-81
Lenovo,"Lenovo 15 (2025), AMD Ryzen 5 7520U Quad Core - (16 GB/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.6 kg/MS Office 2021",34990,https://www.amazon.in/Lenovo-15-Ryzen-7520U-Quad/dp/B0FG8F6GXN/ref=sr_1_82?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-82
Dell,"Dell 15DC15250, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop",54990,https://www.amazon.in/Dell-Inspiron-3530-i5-1334U-Keyboard/dp/B0DSFQZTVW/ref=sr_1_83?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-83
Cable,"Cable World® Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool",649,https://www.amazon.in/Cable-Educational-Laptop-Computer-Kids/dp/B0FFYH9N2K/ref=sr_1_84?dib=eyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE&dib_tag=se&keywords=laptops&qid=1760989517&sr=8-84
Dell,"Dell 15DC15250, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop",54990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODY4MTM3NjkyOTA3OTQ4OjE3NjA5ODk1MTc6c3BfYnRmOjMwMDQ3Mzg4MjgzNDAzMjo6MDo6&url=%2FDell-Inspiron-3530-i5-1334U-Keyboard%2Fdp%2FB0DSFQZTVW%2Fref%3Dsr_1_85_sspa%3Fdib%3DeyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989517%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=ufQ3LHEYRB&sp_cr=ZAZ
Dell,"Dell Inspiron 3535, Windows 11 Home, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/Ms Office' 21/15.6""(39.62 Cm) FHD Display/15 Month Mcafee/Carbon Black/1.67Kg Thin & Light Laptop",28990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODY4MTM3NjkyOTA3OTQ4OjE3NjA5ODk1MTc6c3BfYnRmOjMwMDcyMzY4MDEzMDMzMjo6MDo6&url=%2FDell-Inspiron-3535-Windows-Processor%2Fdp%2FB0DG5CY2Y2%2Fref%3Dsr_1_86_sspa%3Fdib%3DeyJ2IjoiMSJ9.Uj7DqEzZsjPXTQnx9ytL4n3aO1eF-N45seozsIHH2iAtL5_ke1hKDrSDF_gopNUG5w4cdp5Wezs1yCGxrMT1rtHLMJQqHzhsAK46bYb6Y7IRLdWCwQg9vzHyjxZraBhAkuXh74CxsPQkr38PZkXIWJyRu3eeAYo8lTiYRt-AL12jRqt4-Vqa0d_BhipRQRb5y6G3myPK68-bS4WhXmvHq9szdNrriAyJFBB0kFi0plE.ScOiAHvJQuhNS0CwyAsv7GprUPrdc5KmtJdo4k-hyKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989517%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=8lmGrJDGAv&sp_cr=ZAZ
acer,"acer Aspire Lite, 12th gen, Intel Core i5-12450H Processor, 16 GB, 512GB, 15.6""/39.62 cm, Windows 11 Home, MSO, Pure Silver, 1.70 kg, AL15-52H, Backlit Keyboard",40990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI2NzkwMTg5Nzg0NTUxOjE3NjA5ODk1Mzc6c3BfYXRmX25leHQ6MzAwMzI1OTIwOTYzNzMyOjowOjo&url=%2FAcer-i5-12450H-Windows11Home-AL15-52H-Keyboard%2Fdp%2FB0DDL495SX%2Fref%3Dsr_1_81_sspa%3Fdib%3DeyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989537%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=toB8mIrCZ8&sp_cr=ZAZ
Dell,"Dell Vostro, Intel Core i3 13th Gen - 1305U, 16GB DDR4 RAM, 512GB, FHD 15.6""/39.6 cm, Windows 11, Office H&S 2024, Carbon Grey, 1.66Kg, 120Hz 250 nits Narrow Border Display, Intel UHD Graphics Laptop",34990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI2NzkwMTg5Nzg0NTUxOjE3NjA5ODk1Mzc6c3BfYXRmX25leHQ6MzAwNzY0MTI5MTk0MjMyOjowOjo&url=%2FDell-Vostro-Intel-Core-13th%2Fdp%2FB0FG2RJ9NC%2Fref%3Dsr_1_82_sspa%3Fdib%3DeyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989537%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=PFgDCfHuZA&sp_cr=ZAZ
Lenovo,"Lenovo V14 G4 (2024), Intel Core i3 13th Gen 1315U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Smart Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",33080,https://www.amazon.in/Notebook-i4-8gb-512-Windows/dp/B0F5HM9J6S/ref=sr_1_83?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-83
Acer,"Acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 8GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop",30990,https://www.amazon.in/Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_84?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-84
ASUS,"ASUS Vivobook Go 15, Intel Celeron N4500, Fingerprint Sensor (Intel HD iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/42WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Star Black/1.57 kg) E510KA-EJ9011WS",23850,https://www.amazon.in/ASUS-Vivobook-Celeron-Fingerprint-E510KA-EJ9011WS/dp/B0DTV363L3/ref=sr_1_85?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-85
MSI,"MSI Vector GP76, Intel 12th Gen. i7-12700H, 44CM FHD 360Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 3070Ti, GDDR6 8GB/Black/2.9Kg), 12UGSO-868IN",144511..22,https://www.amazon.in/MSI-Vector-GP76-i7-12700H-12UGSO-868IN/dp/B0BLJDFQZG/ref=sr_1_86?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-86
Primebook,"Primebook 2 Max 2025 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI | Gray",19990,https://www.amazon.in/Primebook-Storage-15-6-Inch-MediaTek-Keyboard/dp/B0FFMQB3KL/ref=sr_1_87?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-87
acer,"acer Aspire Go 14, Intel Core Ultra 5 125H (14th Gen),16GB DDR5 RAM/512GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11, MS Office, Steel Gray, 1.5 kg, AG14-71M,Backlit Keyboard, AI Powered Premium Laptop",52990,https://www.amazon.in/AG14-71M-Backlit-Keyboard-Powered-Premium/dp/B0FDL57MKD/ref=sr_1_88?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-88
HP,"HP Smartchoice Victus, 13th Gen Intel Core i7-13620H, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 144Hz, FHD, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2309TX, RGB Gaming Laptop",102990,https://www.amazon.in/HP-Smartchoice-i7-13620H-Upgradeable-Office24/dp/B0FDKPZHB7/ref=sr_1_89?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-89
HP,"HP 14 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Ash Grey/1.4 kg/MS Office 2021",47950,https://www.amazon.in/HP-14-Intel-Core-1334U/dp/B0FP9S3YRJ/ref=sr_1_90?dib=eyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4&dib_tag=se&keywords=laptops&qid=1760989537&sr=8-90
Apple,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Sky Blue",96990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI2NzkwMTg5Nzg0NTUxOjE3NjA5ODk1Mzc6c3BfbXRmOjMwMDQ5OTQ1MzM0NzQzMjo6MDo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDDQ429%2Fref%3Dsr_1_91_sspa%3Fdib%3DeyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989537%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=zsKjVxuqwq&sp_cr=ZAZ
Acer,"Acer Aspire Lite, Intel Core i5 13th Gen - 1334U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, MS Office, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin and Light Premium Laptop",40490,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI2NzkwMTg5Nzg0NTUxOjE3NjA5ODk1Mzc6c3BfbXRmOjMwMDQ1OTUxNDIxMjgzMjo6MDo6&url=%2FAcer-i5-1334U-39-62cm-Windows-AL15-53%2Fdp%2FB0DPXBHF8H%2Fref%3Dsr_1_92_sspa%3Fdib%3DeyJ2IjoiMSJ9.VCxv7k3EL13Rcjg6Uf1U2ePopNbi2fuA58jhj7973gouXdAeR5WEewGAaxfaaMHtYWtpBDBkf0fYXJ3KVAfiSMVkYABi_ASvJWuyvoJlei_TolWmA_A-4f7L9Jw8aWUuNFkx_w0iNjAoSWrkU-DLcmBWX9vUYd1HKqY-6bm3yO2Ay6iI8wjF3S2G63v03zeCYcPw5g6k3c4Dyf6pssII7dz-Sqm0zO7j-id0BPq0ehE.XcPbc9LNdWo34VXcrBcCTfrFM5WN_aIeB9Y2wO61TT4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989537%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=MxaJSuUp8L&sp_cr=ZAZ
