Brand,Product Name,Price (INR),Product Link
Lenovo,"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty",34480,https://www.amazon.in/Lenovo-Graphics-5500Mhz-Premium-Warranty/dp/B0F7HRM9JX/ref=sr_1_149?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-149
Microsoft,Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD - Snapdragon X Plus (10 Core) 16GB RAM 512GB SSD - Platinum - ZGM-00023,131990,https://www.amazon.in/Microsoft-New-Surface-Laptop-7th/dp/B0D921XTV9/ref=sr_1_150?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-150
ASUS,"ASUS ROG Strix G16 13th Gen,Intel Core i7-13650HX Gaming Laptop(NVIDIA RTX 4050-6GB/140W TGP/16GB/1TB/FHD+/16""/165Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/2.50 Kg)G614JU-N4200WS",113290,https://www.amazon.in/ASUS-i7-13650HX-4050-6GB-Windows-G614JU-N4200WS/dp/B0DSLG3HBG/ref=sr_1_151?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-151
ASUS,"ASUS Vivobook 15, Intel Core i5 13th Gen 1335U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office 2021, Cool Silver, 1.70kg, X1504VA-NJ540WS, Intel Iris Xᵉ iGPU, 42WHrs, Thin & Light Laptop",45989,https://www.amazon.in/ASUS-Vivobook-i5-1335U-15-6-inch-X1504VA-NJ540WS/dp/B0D4TGZG1H/ref=sr_1_152?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-152
Lenovo,"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.65 Kg), 82YU00W7IN",27900,https://www.amazon.in/Lenovo-39-62cm-Antiglare-Windows-82YU00W7IN/dp/B0C69Z4TKW/ref=sr_1_153?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-153
ASUS,"ASUS ROG Strix G16,Intel Core Ultra 9 275HX,Gaming Laptop(RTX 5070-8GB/115W TGP/32GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic(1Year)*/Office Home 2024/Eclipse Gray/2.65 Kg)G615LP-S5022WS",209990,https://www.amazon.in/ASUS-5070-8GB-Windows-Eclipse-G615LP-S5022WS/dp/B0F9X949BL/ref=sr_1_154?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-154
Acer,"Acer Aspire Lite, Intel Core i5 13th Gen - 1334U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, MS Office, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin and Light Premium Laptop",40490,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjk4Mzg4NTY5Mzg4MTk2OjE3NjA5ODk2MTE6c3BfbXRmOjMwMDQ1OTUxNDIxMjgzMjo6MDo6&url=%2FAcer-i5-1334U-39-62cm-Windows-AL15-53%2Fdp%2FB0DPXBHF8H%2Fref%3Dsr_1_155_sspa%3Fdib%3DeyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989610%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=MxaJSuUp8L&sp_cr=ZAZ
Dell,"Dell Vostro, Intel Core i3 13th Gen - 1305U, 16GB DDR4 RAM, 512GB, FHD 15.6""/39.6 cm, Windows 11, Office H&S 2024, Carbon Grey, 1.66Kg, 120Hz 250 nits Narrow Border Display, Intel UHD Graphics Laptop",34990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjk4Mzg4NTY5Mzg4MTk2OjE3NjA5ODk2MTE6c3BfbXRmOjMwMDc2NDEyOTE5NDIzMjo6MDo6&url=%2FDell-Vostro-Intel-Core-13th%2Fdp%2FB0FG2RJ9NC%2Fref%3Dsr_1_156_sspa%3Fdib%3DeyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989610%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=PFgDCfHuZA&sp_cr=ZAZ
ASUS,"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD 14"", Windows 11, Office Home 2024, M365 Basic (1Year)*, Black, 1.38kg, E1404FA-EB2542WS, AMD Radeon iGPU, 42WHrs, Thin & Light Laptop",37990,https://www.amazon.in/ASUS-Vivobook-Windows-Office-E1404FA-EB2542WS/dp/B09CLCHPLV/ref=sr_1_157?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-157
ASUS,"ASUS ROG Strix SCAR 18,Intel Core Ultra 9 275HX Gaming Laptop(NVIDIA RTX 5090-24GB/175W TGP/64GB/2TB/2.5K QHD+/18""/240Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Off Black/3.30 Kg)G835LX-SA187WS",434990,https://www.amazon.in/ASUS-Gaming-5090-24GB-Windows-G835LX-SA187WS/dp/B0F5BFQR4T/ref=sr_1_158?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-158
ASUS,"ASUS Zenbook 14, Smartchoice,AMD Ryzen AI 5 340, AI PC(AMD Radeon Graphics/16GB RAM/512GB SSD/3K OLED/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jade Black/1.2 Kg) UM3406KA-PP240WS",87990,https://www.amazon.in/ASUS-Zenbook-Smartchoice-Graphics-UM3406KA-PP240WS/dp/B0F9YG6D4C/ref=sr_1_159?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-159
Lenovo,"Lenovo IdeaPad 1 AMD Ryzen 5 5625U 15.6 inch (38.5cm) FHD Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/3 Month Game Pass/Grey/1.6Kg), 82R4011CIN",37900,https://www.amazon.in/Lenovo-IdeaPad-38-5cm-Windows-82R4011CIN/dp/B0F8MX6QK1/ref=sr_1_160?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-160
Lenovo,"Lenovo IdeaPad 5 2-in-1 AMD Ryzen AI 7 350 (24GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Windows 11 AI Now/Copilot+PC/Office Home 2024/Digital Pen 2/Grey/1.5Kg), 83KT000LIN Convertible Laptop",89990,https://www.amazon.in/Lenovo-IdeaPad-Windows-83KT000LIN-Convertible/dp/B0FDKH95BB/ref=sr_1_161?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-161
ASUS,"ASUS ROG Strix G16, AMD Ryzen 9 8940HX Gaming Laptop (RTX 5070 Ti/140W TGP/16GB RAM/1TB SSD/FHD+/16""/165Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/2.5 Kg) G614PR-RV032WS",181990,https://www.amazon.in/ASUS-8940HX-Windows-Eclipse-G614PR-RV032WS/dp/B0F66VZTBM/ref=sr_1_162?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-162
HP,"HP Victus, AMD Ryzen 5 8645HS, 6GB RTX 3050 Gaming Laptop (16GB DDR5, 512GB SSD),144Hz,300 nits,IPS, 15.6''/39.6cm, FHD, Win11, Office 24, Blue, 2,29kg, Backlit Kb,HD Camera, fb3012AX",67990,https://www.amazon.in/HP-Victus-8645HS-Backlit-fb3012AX/dp/B0F3P4N4LB/ref=sr_1_163?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-163
HP,"HP 15 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Fingerprint Reader/Ash Grey/1.5 kg/MS Office 2021",50800,https://www.amazon.in/HP-15-Intel-Core-1334U/dp/B0FMQDY6NZ/ref=sr_1_164?dib=eyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI&dib_tag=se&keywords=laptops&qid=1760989610&sr=8-164
Apple,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Sky Blue",96990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjk4Mzg4NTY5Mzg4MTk2OjE3NjA5ODk2MTE6c3BfYnRmOjMwMDQ5OTQ1MzM0NzQzMjo6MDo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDDQ429%2Fref%3Dsr_1_165_sspa%3Fdib%3DeyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989610%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=zsKjVxuqwq&sp_cr=ZAZ
Dell,"Dell 15DC15250, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop",54990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjk4Mzg4NTY5Mzg4MTk2OjE3NjA5ODk2MTE6c3BfYnRmOjMwMDQ3Mzg4MjgzNDAzMjo6MDo6&url=%2FDell-Inspiron-3530-i5-1334U-Keyboard%2Fdp%2FB0DSFQZTVW%2Fref%3Dsr_1_166_sspa%3Fdib%3DeyJ2IjoiMSJ9.tRHcOQOSNUab0DsgJeuiUVBPceYTwwtWl4zStIVBQzNqt5I2fgghz7JaKOhFEiLn751Oa6BmuxeOdXnFd6Gf4MKxwFmZ5AFWXewSVL_yC0ppU068_w388W4I2W38mgweHL7Nv_35UJTkL5iA8s36ob8wgFYWZYDoA7M7xXtTUyXYY7vTKMSO_9ahUyYT5uzckHUmVkwPPUszem13jGb9Ex9mhr-rlL7zjg4k99f47sE.ckg-P6zjZ_pfRW7mntcsqkG5m5-qH3wBFomwsMFXwDI%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989610%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=ufQ3LHEYRB&sp_cr=ZAZ
Microsoft,Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - Platinum - ZGJ-00023,112990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTQzOTMyNDcxNTEyOTI4OjE3NjA5ODk2MzI6c3BfYXRmX25leHQ6MzAwNzgxODMzNDAzMDMyOjowOjo&url=%2FMicrosoft-New-Surface-Laptop-7th%2Fdp%2FB0D926V26J%2Fref%3Dsr_1_161_sspa%3Fdib%3DeyJ2IjoiMSJ9.EJ-33_Dx1gsAu3qqWwK6D-8SC5Kz7sP0OSh4pBft98f7PQKqekS8oN7tmhgHNGAkhjEMjmvsq4d2WvwezBAf-2xvTgyz07ietThPJnxl_wVJxPU10XmXrFV6RKQiq64nxl0KbYUZOF_cYasVazABXymQB5LhSBDRI9xN7F75xkLLjuBm96PN6Gbiu-Mzvf2zYLYYIfXzSyJzXL4w42R04RqDk8lnJ5-JWeY-qQv3A7c.0q7BBo90k5wwcN-IwM5sF-cG4LNO4z432uF0EbZyG8Y%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989631%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=oTucgn54oD&sp_cr=ZAZ
ASUS,"ASUS Vivobook 16, Snapdragon X, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024, Cool Silver, 1.88kg, X1607QA-MB050WS, Qualcomm Adreno iGPU, 45TOPS, M365 Basic(1Year)* Laptop",52990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTQzOTMyNDcxNTEyOTI4OjE3NjA5ODk2MzI6c3BfYXRmX25leHQ6MzAwNTc4MjcwOTIyNjMyOjowOjo&url=%2FASUS-Vivobook-Snapdragon-Qualcomm-X1607QA-MB050WS%2Fdp%2FB0DX1TJXRD%2Fref%3Dsr_1_162_sspa%3Fdib%3DeyJ2IjoiMSJ9.EJ-33_Dx1gsAu3qqWwK6D-8SC5Kz7sP0OSh4pBft98f7PQKqekS8oN7tmhgHNGAkhjEMjmvsq4d2WvwezBAf-2xvTgyz07ietThPJnxl_wVJxPU10XmXrFV6RKQiq64nxl0KbYUZOF_cYasVazABXymQB5LhSBDRI9xN7F75xkLLjuBm96PN6Gbiu-Mzvf2zYLYYIfXzSyJzXL4w42R04RqDk8lnJ5-JWeY-qQv3A7c.0q7BBo90k5wwcN-IwM5sF-cG4LNO4z432uF0EbZyG8Y%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1760989631%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=GQuJjMyFqr&sp_cr=ZAZ
Lenovo,"Lenovo Yoga Slim 7 (Smartchoice) Intel Core Ultra 9 185H 14""(35.5cm) WUXGA-OLED Laptop (32GB RAM/1TB SSD/AI PC/Windows 11/Microsoft 365 Basic + Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV00B3IN",104990,https://www.amazon.in/Lenovo-Smartchoice-WUXGA-OLED-Microsoft-83CV00B3IN/dp/B0FCXVS3NK/ref=sr_1_163?dib=eyJ2IjoiMSJ9.EJ-33_Dx1gsAu3qqWwK6D-8SC5Kz7sP0OSh4pBft98f7PQKqekS8oN7tmhgHNGAkhjEMjmvsq4d2WvwezBAf-2xvTgyz07ietThPJnxl_wVJxPU10XmXrFV6RKQiq64nxl0KbYUZOF_cYasVazABXymQB5LhSBDRI9xN7F75xkLLjuBm96PN6Gbiu-Mzvf2zYLYYIfXzSyJzXL4w42R04RqDk8lnJ5-JWeY-qQv3A7c.0q7BBo90k5wwcN-IwM5sF-cG4LNO4z432uF0EbZyG8Y&dib_tag=se&keywords=laptops&qid=1760989631&sr=8-163
Acer,"Acer Aspire 14, Intel Core i5-13500H Processors, 16 GB, 512 GB, WUXGA IPS, 14""/35.56 cm, Windows 11 Home, MS Office, Pure Silver, 1.44 kg, AS14H-53, Thin and Light Laptop",47990,https://www.amazon.in/Acer-i5-13500H-Processors-Windows-AS14H-53/dp/B0FNRFNMK9/ref=sr_1_164?dib=eyJ2IjoiMSJ9.EJ-33_Dx1gsAu3qqWwK6D-8SC5Kz7sP0OSh4pBft98f7PQKqekS8oN7tmhgHNGAkhjEMjmvsq4d2WvwezBAf-2xvTgyz07ietThPJnxl_wVJxPU10XmXrFV6RKQiq64nxl0KbYUZOF_cYasVazABXymQB5LhSBDRI9xN7F75xkLLjuBm96PN6Gbiu-Mzvf2zYLYYIfXzSyJzXL4w42R04RqDk8lnJ5-JWeY-qQv3A7c.0q7BBo90k5wwcN-IwM5sF-cG4LNO4z432uF0EbZyG8Y&dib_tag=se&keywords=laptops&qid=1760989631&sr=8-164
HP,"HP 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.4 kg/MS Office 2021",35750,https://www.amazon.in/HP-14-Intel-Core-1315U/dp/B0FP9S2DRJ/ref=sr_1_165?dib=eyJ2IjoiMSJ9.EJ-33_Dx1gsAu3qqWwK6D-8SC5Kz7sP0OSh4pBft98f7PQKqekS8oN7tmhgHNGAkhjEMjmvsq4d2WvwezBAf-2xvTgyz07ietThPJnxl_wVJxPU10XmXrFV6RKQiq64nxl0KbYUZOF_cYasVazABXymQB5LhSBDRI9xN7F75xkLLjuBm96PN6Gbiu-Mzvf2zYLYYIfXzSyJzXL4w42R04RqDk8lnJ5-JWeY-qQv3A7c.0q7BBo90k5wwcN-IwM5sF-cG4LNO4z432uF0EbZyG8Y&dib_tag=se&keywords=laptops&qid=1760989631&sr=8-165
HP,"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0026AU",34980,https://www.amazon.in/HP-14-inch-Graphics-Privacy-em0026AU/dp/B0C42ZTMWR/ref=sr_1_166?dib=eyJ2IjoiMSJ9.EJ-33_Dx1gsAu3qqWwK6D-8SC5Kz7sP0OSh4pBft98f7PQKqekS8oN7tmhgHNGAkhjEMjmvsq4d2WvwezBAf-2xvTgyz07ietThPJnxl_wVJxPU10XmXrFV6RKQiq64nxl0KbYUZOF_cYasVazABXymQB5LhSBDRI9xN7F75xkLLjuBm96PN6Gbiu-Mzvf2zYLYYIfXzSyJzXL4w42R04RqDk8lnJ5-JWeY-qQv3A7c.0q7BBo90k5wwcN-IwM5sF-cG4LNO4z432uF0EbZyG8Y&dib_tag=se&keywords=laptops&qid=1760989631&sr=8-166
Lenovo,"Lenovo LOQ 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB RAM/512GB SSD/NVIDIA RTX 3050 6GB/Win 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83GS00PJIN",66990,https://www.amazon.in/Lenovo-i5-12450HX-300Nits-Graphics-83GS003NIN/dp/B0D49RN3X6/ref=sr_1_167?dib=eyJ2IjoiMSJ9.EJ-33_Dx1gsAu3qqWwK6D-8SC5Kz7sP0OSh4pBft98f7PQKqekS8oN7tmhgHNGAkhjEMjmvsq4d2WvwezBAf-2xvTgyz07ietThPJnxl_wVJxPU10XmXrFV6RKQiq64nxl0KbYUZOF_cYasVazABXymQB5LhSBDRI9xN7F75xkLLjuBm96PN6Gbiu-Mzvf2zYLYYIfXzSyJzXL4w42R04RqDk8lnJ5-JWeY-qQv3A7c.0q7BBo90k5wwcN-IwM5sF-cG4LNO4z432uF0EbZyG8Y&dib_tag=se&keywords=laptops&qid=1760989631&sr=8-167
